deal_id,deal_amount,outcome,risk_score,win_probability,industry,sales_rep_id,cycle_bucket,risk_tier
D00314,30271,Won,55.7,44.3,HealthTech,rep_7,Very Long (90-120d),High Risk
D00315,56202,Lost,55.1,44.9,SaaS,rep_1,Medium (30-60d),High Risk
D00316,33845,Lost,55.0,45.0,SaaS,rep_10,Fast (0-30d),Medium Risk
D00317,6988,Lost,55.2,44.8,HealthTech,rep_13,Long (60-90d),High Risk
D00318,15785,Lost,55.6,44.4,EdTech,rep_11,Medium (30-60d),High Risk
D00319,59384,Lost,54.9,45.1,EdTech,rep_25,Very Long (90-120d),Medium Risk
D00320,73368,Won,54.5,45.5,SaaS,rep_25,Long (60-90d),Medium Risk
D00321,88719,Lost,56.5,43.5,HealthTech,rep_6,Medium (30-60d),High Risk
D00322,19544,Won,54.9,45.1,SaaS,rep_15,Long (60-90d),Medium Risk
D00323,6004,Won,52.7,47.3,SaaS,rep_19,Fast (0-30d),Medium Risk
D00324,7643,Lost,55.0,45.0,HealthTech,rep_2,Medium (30-60d),Medium Risk
D00325,22628,Won,55.3,44.7,HealthTech,rep_16,Medium (30-60d),High Risk
D00326,19677,Lost,54.4,45.6,Ecommerce,rep_12,Medium (30-60d),Medium Risk
D00327,7108,Lost,55.7,44.3,EdTech,rep_17,Very Long (90-120d),High Risk
D00328,18495,Won,52.4,47.6,EdTech,rep_21,Fast (0-30d),Medium Risk
D00329,61888,Lost,54.9,45.1,FinTech,rep_24,Very Long (90-120d),Medium Risk
D00330,2289,Won,55.9,44.1,HealthTech,rep_24,Medium (30-60d),High Risk
D00331,17146,Lost,55.4,44.6,HealthTech,rep_16,Medium (30-60d),High Risk
D00332,49272,Lost,56.1,43.9,EdTech,rep_14,Medium (30-60d),High Risk
D00333,96490,Won,54.3,45.7,Ecommerce,rep_3,Very Long (90-120d),Medium Risk
D00334,4444,Won,56.0,44.0,EdTech,rep_7,Very Long (90-120d),High Risk
D00335,9324,Lost,54.8,45.2,FinTech,rep_11,Medium (30-60d),Medium Risk
D00336,6720,Lost,54.5,45.5,Ecommerce,rep_20,Very Long (90-120d),Medium Risk
D00337,6372,Won,55.3,44.7,SaaS,rep_25,Medium (30-60d),High Risk
D00338,7681,Won,55.7,44.3,SaaS,rep_13,Very Long (90-120d),High Risk
D00339,88195,Won,53.1,46.9,Ecommerce,rep_11,Fast (0-30d),Medium Risk
D00340,5304,Won,55.7,44.3,FinTech,rep_7,Very Long (90-120d),High Risk
D00341,53526,Lost,54.2,45.8,SaaS,rep_2,Long (60-90d),Medium Risk
D00342,9897,Won,54.7,45.3,SaaS,rep_4,Very Long (90-120d),Medium Risk
D00343,75164,Lost,56.8,43.2,SaaS,rep_22,Very Long (90-120d),High Risk
D00344,19776,Lost,55.4,44.6,Ecommerce,rep_4,Very Long (90-120d),High Risk
D00345,13864,Lost,55.0,45.0,SaaS,rep_2,Medium (30-60d),Medium Risk
D00346,34474,Won,54.5,45.5,FinTech,rep_5,Medium (30-60d),Medium Risk
D00347,4425,Won,55.6,44.4,FinTech,rep_6,Long (60-90d),High Risk
D00348,38139,Won,55.0,45.0,EdTech,rep_11,Very Long (90-120d),Medium Risk
D00349,10996,Won,55.1,44.9,EdTech,rep_15,Very Long (90-120d),High Risk
D00350,37368,Lost,56.0,44.0,FinTech,rep_6,Medium (30-60d),High Risk
D00351,18015,Lost,54.4,45.6,HealthTech,rep_1,Long (60-90d),Medium Risk
D00352,4143,Won,54.7,45.3,SaaS,rep_25,Long (60-90d),Medium Risk
D00353,76734,Lost,54.2,45.8,EdTech,rep_16,Long (60-90d),Medium Risk
D00354,6141,Lost,55.4,44.6,Ecommerce,rep_25,Long (60-90d),High Risk
D00355,18540,Lost,53.0,47.0,Ecommerce,rep_3,Fast (0-30d),Medium Risk
D00356,85191,Lost,55.3,44.7,Ecommerce,rep_4,Very Long (90-120d),High Risk
D00357,59924,Lost,54.2,45.8,Ecommerce,rep_7,Fast (0-30d),Medium Risk
D00358,17177,Lost,55.6,44.4,Ecommerce,rep_23,Medium (30-60d),High Risk
D00359,91786,Won,55.2,44.8,FinTech,rep_23,Medium (30-60d),High Risk
D00360,14704,Lost,55.8,44.2,HealthTech,rep_7,Very Long (90-120d),High Risk
D00361,13536,Lost,54.0,46.0,SaaS,rep_21,Very Long (90-120d),Medium Risk
D00362,20568,Lost,56.3,43.7,Ecommerce,rep_18,Long (60-90d),High Risk
D00363,70778,Won,54.2,45.8,EdTech,rep_20,Long (60-90d),Medium Risk
D00364,4409,Lost,54.9,45.1,SaaS,rep_20,Medium (30-60d),Medium Risk
D00365,7182,Lost,55.1,44.9,EdTech,rep_23,Very Long (90-120d),High Risk
D00366,91105,Lost,54.6,45.4,FinTech,rep_23,Long (60-90d),Medium Risk
D00367,14839,Lost,54.4,45.6,SaaS,rep_1,Long (60-90d),Medium Risk
D00368,12374,Lost,53.1,46.9,FinTech,rep_5,Fast (0-30d),Medium Risk
D00369,7047,Lost,55.1,44.9,HealthTech,rep_13,Very Long (90-120d),High Risk
D00370,7612,Won,56.1,43.9,EdTech,rep_24,Medium (30-60d),High Risk
D00371,68200,Lost,55.2,44.8,SaaS,rep_24,Medium (30-60d),High Risk
D00372,7592,Won,54.6,45.4,Ecommerce,rep_4,Long (60-90d),Medium Risk
D00373,12178,Won,55.6,44.4,HealthTech,rep_23,Medium (30-60d),High Risk
D00374,18086,Lost,54.8,45.2,EdTech,rep_18,Fast (0-30d),Medium Risk
D00375,6264,Lost,56.5,43.5,SaaS,rep_18,Medium (30-60d),High Risk
D00376,13424,Won,54.8,45.2,SaaS,rep_25,Very Long (90-120d),Medium Risk
D00377,3968,Won,55.2,44.8,FinTech,rep_13,Very Long (90-120d),High Risk
D00378,16426,Lost,54.3,45.7,EdTech,rep_2,Long (60-90d),Medium Risk
D00379,20960,Lost,55.0,45.0,HealthTech,rep_7,Fast (0-30d),Medium Risk
D00380,29452,Lost,54.8,45.2,Ecommerce,rep_1,Very Long (90-120d),Medium Risk
D00381,29232,Won,53.7,46.3,Ecommerce,rep_9,Fast (0-30d),Medium Risk
D00382,7515,Won,54.6,45.4,SaaS,rep_3,Medium (30-60d),Medium Risk
D00383,7618,Won,54.7,45.3,Ecommerce,rep_25,Long (60-90d),Medium Risk
D00384,14406,Lost,54.4,45.6,EdTech,rep_10,Fast (0-30d),Medium Risk
D00385,90405,Won,54.8,45.2,HealthTech,rep_10,Fast (0-30d),Medium Risk
D00386,48939,Lost,55.5,44.5,FinTech,rep_7,Very Long (90-120d),High Risk
D00387,6496,Lost,56.0,44.0,FinTech,rep_22,Very Long (90-120d),High Risk
D00388,36805,Lost,54.9,45.1,EdTech,rep_4,Long (60-90d),Medium Risk
D00389,7401,Won,53.9,46.1,EdTech,rep_19,Long (60-90d),Medium Risk
D00390,19668,Won,55.4,44.6,EdTech,rep_5,Medium (30-60d),High Risk
D00391,43038,Won,54.5,45.5,EdTech,rep_3,Very Long (90-120d),Medium Risk
D00392,2626,Lost,53.0,47.0,FinTech,rep_21,Very Long (90-120d),Medium Risk
D00393,15734,Won,53.8,46.2,SaaS,rep_8,Long (60-90d),Medium Risk
D00394,21388,Won,54.3,45.7,HealthTech,rep_20,Long (60-90d),Medium Risk
D00395,10395,Lost,54.7,45.3,Ecommerce,rep_8,Long (60-90d),Medium Risk
D00396,16485,Won,55.2,44.8,FinTech,rep_15,Medium (30-60d),High Risk
D00397,54513,Lost,54.2,45.8,HealthTech,rep_19,Very Long (90-120d),Medium Risk
D00398,16465,Lost,54.8,45.2,Ecommerce,rep_17,Long (60-90d),Medium Risk
D00399,16222,Lost,53.5,46.5,FinTech,rep_8,Long (60-90d),Medium Risk
D00400,9938,Won,53.4,46.6,FinTech,rep_24,Fast (0-30d),Medium Risk
D00401,7302,Lost,55.6,44.4,SaaS,rep_5,Medium (30-60d),High Risk
D00402,10949,Won,52.3,47.7,FinTech,rep_19,Fast (0-30d),Medium Risk
D00403,10794,Lost,54.6,45.4,SaaS,rep_5,Long (60-90d),Medium Risk
D00404,5714,Lost,55.2,44.8,Ecommerce,rep_13,Very Long (90-120d),High Risk
D00405,6131,Lost,54.3,45.7,HealthTech,rep_4,Long (60-90d),Medium Risk
D00406,83208,Lost,54.5,45.5,SaaS,rep_20,Very Long (90-120d),Medium Risk
D00407,19430,Won,54.8,45.2,Ecommerce,rep_16,Medium (30-60d),Medium Risk
D00408,57128,Won,53.7,46.3,EdTech,rep_14,Fast (0-30d),Medium Risk
D00409,46924,Won,55.2,44.8,EdTech,rep_14,Long (60-90d),High Risk
D00410,14939,Won,54.7,45.3,Ecommerce,rep_9,Long (60-90d),Medium Risk
D00411,60193,Lost,55.4,44.6,Ecommerce,rep_25,Medium (30-60d),High Risk
D00412,7728,Won,55.6,44.4,EdTech,rep_13,Medium (30-60d),High Risk
D00413,15727,Lost,53.6,46.4,EdTech,rep_3,Fast (0-30d),Medium Risk
D00414,18059,Lost,53.1,46.9,HealthTech,rep_2,Fast (0-30d),Medium Risk
D00415,6244,Lost,55.0,45.0,SaaS,rep_17,Very Long (90-120d),Medium Risk
D00416,7365,Won,53.7,46.3,Ecommerce,rep_25,Fast (0-30d),Medium Risk
D00417,2125,Won,55.4,44.6,SaaS,rep_10,Long (60-90d),High Risk
D00418,5725,Lost,55.4,44.6,Ecommerce,rep_6,Long (60-90d),High Risk
D00419,53776,Won,55.3,44.7,Ecommerce,rep_9,Medium (30-60d),High Risk
D00420,80387,Lost,55.0,45.0,FinTech,rep_16,Medium (30-60d),Medium Risk
D00421,19488,Lost,54.3,45.7,SaaS,rep_12,Very Long (90-120d),Medium Risk
D00422,29965,Won,55.2,44.8,EdTech,rep_16,Medium (30-60d),High Risk
D00423,3557,Lost,55.2,44.8,HealthTech,rep_9,Very Long (90-120d),High Risk
D00424,30287,Won,53.9,46.1,FinTech,rep_20,Long (60-90d),Medium Risk
D00425,6706,Lost,55.3,44.7,Ecommerce,rep_9,Medium (30-60d),High Risk
D00426,24268,Lost,55.2,44.8,HealthTech,rep_13,Long (60-90d),High Risk
D00427,69732,Won,55.5,44.5,EdTech,rep_11,Very Long (90-120d),High Risk
D00428,7022,Lost,55.8,44.2,HealthTech,rep_14,Medium (30-60d),High Risk
D00429,5692,Won,56.4,43.6,HealthTech,rep_22,Very Long (90-120d),High Risk
D00430,39116,Lost,54.4,45.6,FinTech,rep_16,Medium (30-60d),Medium Risk
D00431,19805,Lost,55.2,44.8,SaaS,rep_9,Very Long (90-120d),High Risk
D00432,15807,Won,54.2,45.8,EdTech,rep_9,Fast (0-30d),Medium Risk
D00433,4876,Won,52.9,47.1,SaaS,rep_19,Fast (0-30d),Medium Risk
D00434,69947,Lost,55.6,44.4,HealthTech,rep_15,Very Long (90-120d),High Risk
D00435,5315,Lost,54.4,45.6,EdTech,rep_8,Long (60-90d),Medium Risk
D00436,12444,Lost,55.3,44.7,Ecommerce,rep_17,Medium (30-60d),High Risk
D00437,52983,Won,54.9,45.1,HealthTech,rep_7,Fast (0-30d),Medium Risk
D00438,72037,Lost,55.5,44.5,EdTech,rep_4,Very Long (90-120d),High Risk
D00439,4327,Won,55.6,44.4,FinTech,rep_6,Medium (30-60d),High Risk
D00440,55705,Lost,55.0,45.0,SaaS,rep_5,Medium (30-60d),Medium Risk
D00441,88610,Lost,55.7,44.3,EdTech,rep_10,Very Long (90-120d),High Risk
D00442,4996,Won,53.4,46.6,FinTech,rep_1,Fast (0-30d),Medium Risk
D00443,6029,Won,55.4,44.6,SaaS,rep_10,Long (60-90d),High Risk
D00444,5580,Lost,55.5,44.5,HealthTech,rep_13,Medium (30-60d),High Risk
D00445,19369,Lost,55.3,44.7,Ecommerce,rep_9,Medium (30-60d),High Risk
D00446,18120,Won,54.8,45.2,HealthTech,rep_16,Medium (30-60d),Medium Risk
D00447,2837,Won,54.2,45.8,FinTech,rep_24,Long (60-90d),Medium Risk
D00448,13104,Won,54.3,45.7,FinTech,rep_23,Long (60-90d),Medium Risk
D00449,2584,Lost,55.5,44.5,Ecommerce,rep_9,Medium (30-60d),High Risk
D00450,8549,Lost,56.0,44.0,HealthTech,rep_17,Very Long (90-120d),High Risk
D00451,2345,Lost,53.3,46.7,EdTech,rep_16,Fast (0-30d),Medium Risk
D00452,11866,Won,56.2,43.8,EdTech,rep_6,Very Long (90-120d),High Risk
D00453,7658,Lost,53.2,46.8,FinTech,rep_25,Fast (0-30d),Medium Risk
D00454,8983,Lost,55.1,44.9,SaaS,rep_23,Very Long (90-120d),High Risk
D00455,77503,Lost,55.2,44.8,Ecommerce,rep_1,Medium (30-60d),High Risk
D00456,58628,Lost,54.5,45.5,SaaS,rep_7,Fast (0-30d),Medium Risk
D00457,6904,Lost,54.9,45.1,Ecommerce,rep_5,Very Long (90-120d),Medium Risk
D00458,6144,Lost,52.5,47.5,SaaS,rep_12,Fast (0-30d),Medium Risk
D00459,85214,Lost,54.6,45.4,EdTech,rep_20,Long (60-90d),Medium Risk
D00460,2546,Lost,54.5,45.5,FinTech,rep_7,Fast (0-30d),Medium Risk
D00461,84213,Lost,54.9,45.1,SaaS,rep_23,Long (60-90d),Medium Risk
D00462,2107,Lost,52.7,47.3,FinTech,rep_21,Long (60-90d),Medium Risk
D00463,54840,Lost,55.5,44.5,FinTech,rep_24,Medium (30-60d),High Risk
D00464,3892,Won,53.7,46.3,HealthTech,rep_17,Fast (0-30d),Medium Risk
D00465,80125,Lost,53.3,46.7,HealthTech,rep_4,Fast (0-30d),Medium Risk
D00466,17829,Lost,56.7,43.3,EdTech,rep_18,Medium (30-60d),High Risk
D00467,3971,Won,54.8,45.2,SaaS,rep_25,Very Long (90-120d),Medium Risk
D00468,2283,Won,55.1,44.9,EdTech,rep_5,Medium (30-60d),High Risk
D00469,92569,Won,54.0,46.0,SaaS,rep_19,Very Long (90-120d),Medium Risk
D00470,4170,Won,55.6,44.4,EdTech,rep_9,Medium (30-60d),High Risk
D00471,7927,Lost,55.5,44.5,SaaS,rep_23,Medium (30-60d),High Risk
D00472,9285,Lost,55.4,44.6,Ecommerce,rep_14,Very Long (90-120d),High Risk
D00473,2443,Lost,56.2,43.8,SaaS,rep_18,Very Long (90-120d),High Risk
D00474,98005,Lost,52.9,47.1,HealthTech,rep_3,Fast (0-30d),Medium Risk
D00475,26463,Won,53.1,46.9,FinTech,rep_9,Fast (0-30d),Medium Risk
D00476,3104,Won,55.1,44.9,SaaS,rep_13,Very Long (90-120d),High Risk
D00477,5523,Won,55.6,44.4,Ecommerce,rep_22,Fast (0-30d),High Risk
D00478,7369,Won,55.0,45.0,Ecommerce,rep_20,Medium (30-60d),Medium Risk
D00479,5062,Won,55.0,45.0,SaaS,rep_8,Medium (30-60d),Medium Risk
D00480,4499,Lost,56.2,43.8,SaaS,rep_7,Very Long (90-120d),High Risk
D00481,19388,Lost,55.8,44.2,SaaS,rep_22,Long (60-90d),High Risk
D00482,7705,Won,53.6,46.4,FinTech,rep_21,Medium (30-60d),Medium Risk
D00483,9767,Lost,54.1,45.9,Ecommerce,rep_8,Very Long (90-120d),Medium Risk
D00484,11258,Lost,54.5,45.5,FinTech,rep_23,Long (60-90d),Medium Risk
D00485,65453,Won,54.4,45.6,EdTech,rep_12,Long (60-90d),Medium Risk
D00486,8482,Lost,53.5,46.5,EdTech,rep_5,Fast (0-30d),Medium Risk
D00487,18034,Won,54.6,45.4,HealthTech,rep_19,Very Long (90-120d),Medium Risk
D00488,96156,Won,54.6,45.4,EdTech,rep_5,Long (60-90d),Medium Risk
D00489,93051,Lost,55.8,44.2,EdTech,rep_6,Long (60-90d),High Risk
D00490,14737,Lost,55.4,44.6,HealthTech,rep_5,Medium (30-60d),High Risk
D00491,99377,Lost,54.0,46.0,SaaS,rep_8,Very Long (90-120d),Medium Risk
D00492,85840,Lost,53.7,46.3,EdTech,rep_23,Fast (0-30d),Medium Risk
D00493,3853,Won,54.0,46.0,HealthTech,rep_14,Fast (0-30d),Medium Risk
D00494,19269,Lost,55.0,45.0,Ecommerce,rep_14,Long (60-90d),Medium Risk
D00495,90275,Won,55.5,44.5,FinTech,rep_17,Medium (30-60d),High Risk
D00496,8643,Lost,54.7,45.3,FinTech,rep_25,Medium (30-60d),Medium Risk
D00497,15558,Won,54.3,45.7,FinTech,rep_20,Very Long (90-120d),Medium Risk
D00498,3472,Lost,55.3,44.7,EdTech,rep_14,Very Long (90-120d),High Risk
D00499,15449,Lost,55.0,45.0,HealthTech,rep_23,Long (60-90d),Medium Risk
D00500,70343,Lost,54.1,45.9,HealthTech,rep_20,Long (60-90d),Medium Risk
D00501,4745,Won,55.4,44.6,FinTech,rep_6,Very Long (90-120d),High Risk
D00502,4365,Lost,55.4,44.6,FinTech,rep_7,Very Long (90-120d),High Risk
D00503,2047,Lost,54.3,45.7,Ecommerce,rep_19,Very Long (90-120d),Medium Risk
D00504,56452,Lost,54.9,45.1,FinTech,rep_7,Long (60-90d),Medium Risk
D00505,95771,Won,54.7,45.3,FinTech,rep_11,Medium (30-60d),Medium Risk
D00506,97983,Lost,53.9,46.1,Ecommerce,rep_6,Fast (0-30d),Medium Risk
D00507,76010,Won,56.8,43.2,Ecommerce,rep_10,Medium (30-60d),High Risk
D00508,47400,Won,55.2,44.8,SaaS,rep_4,Long (60-90d),High Risk
D00509,95385,Lost,54.6,45.4,SaaS,rep_5,Long (60-90d),Medium Risk
D00510,6992,Won,54.9,45.1,FinTech,rep_4,Very Long (90-120d),Medium Risk
D00511,7040,Won,54.3,45.7,SaaS,rep_12,Very Long (90-120d),Medium Risk
D00512,59358,Won,54.7,45.3,FinTech,rep_11,Medium (30-60d),Medium Risk
D00513,7046,Lost,55.2,44.8,Ecommerce,rep_11,Medium (30-60d),High Risk
D00514,13490,Lost,54.3,45.7,EdTech,rep_17,Fast (0-30d),Medium Risk
D00515,9084,Lost,54.9,45.1,Ecommerce,rep_11,Long (60-90d),Medium Risk
D00516,61222,Won,55.3,44.7,Ecommerce,rep_9,Long (60-90d),High Risk
D00517,11541,Lost,54.5,45.5,EdTech,rep_4,Long (60-90d),Medium Risk
D00518,5953,Won,54.3,45.7,SaaS,rep_16,Long (60-90d),Medium Risk
D00519,6228,Won,55.9,44.1,Ecommerce,rep_15,Very Long (90-120d),High Risk
D00520,2713,Lost,56.0,44.0,EdTech,rep_17,Very Long (90-120d),High Risk
D00521,56261,Won,55.4,44.6,Ecommerce,rep_25,Medium (30-60d),High Risk
D00522,7103,Won,56.5,43.5,EdTech,rep_18,Medium (30-60d),High Risk
D00523,10806,Won,54.5,45.5,SaaS,rep_11,Very Long (90-120d),Medium Risk
D00524,2413,Lost,55.5,44.5,Ecommerce,rep_14,Long (60-90d),High Risk
D00525,3623,Won,54.6,45.4,HealthTech,rep_19,Medium (30-60d),Medium Risk
D00526,19636,Won,54.0,46.0,HealthTech,rep_8,Long (60-90d),Medium Risk
D00527,13320,Lost,55.0,45.0,Ecommerce,rep_3,Very Long (90-120d),Medium Risk
D00528,4855,Won,54.6,45.4,Ecommerce,rep_4,Very Long (90-120d),Medium Risk
D00529,5283,Lost,54.4,45.6,SaaS,rep_8,Medium (30-60d),Medium Risk
D00530,17682,Won,54.7,45.3,SaaS,rep_11,Medium (30-60d),Medium Risk
D00531,97616,Lost,54.5,45.5,SaaS,rep_11,Very Long (90-120d),Medium Risk
D00532,19231,Won,54.6,45.4,FinTech,rep_16,Medium (30-60d),Medium Risk
D00533,10403,Lost,55.5,44.5,Ecommerce,rep_10,Very Long (90-120d),High Risk
D00534,19133,Won,54.6,45.4,SaaS,rep_3,Very Long (90-120d),Medium Risk
D00535,2511,Lost,54.4,45.6,SaaS,rep_23,Fast (0-30d),Medium Risk
D00536,71677,Won,53.9,46.1,Ecommerce,rep_23,Fast (0-30d),Medium Risk
D00537,44671,Lost,54.4,45.6,Ecommerce,rep_12,Medium (30-60d),Medium Risk
D00538,83792,Won,52.9,47.1,FinTech,rep_5,Fast (0-30d),Medium Risk
D00539,75797,Lost,54.8,45.2,SaaS,rep_15,Long (60-90d),Medium Risk
D00540,20973,Won,55.6,44.4,HealthTech,rep_24,Medium (30-60d),High Risk
D00541,34832,Lost,53.4,46.6,FinTech,rep_23,Fast (0-30d),Medium Risk
D00542,9449,Won,56.4,43.6,SaaS,rep_22,Long (60-90d),High Risk
D00543,15438,Lost,55.0,45.0,EdTech,rep_24,Long (60-90d),Medium Risk
D00544,12981,Won,52.6,47.4,Ecommerce,rep_21,Fast (0-30d),Medium Risk
D00545,8447,Lost,55.9,44.1,SaaS,rep_5,Medium (30-60d),High Risk
D00546,34621,Won,54.0,46.0,HealthTech,rep_19,Long (60-90d),Medium Risk
D00547,5972,Lost,54.7,45.3,HealthTech,rep_3,Very Long (90-120d),Medium Risk
D00548,5605,Won,55.6,44.4,EdTech,rep_24,Medium (30-60d),High Risk
D00549,15602,Won,54.6,45.4,SaaS,rep_16,Very Long (90-120d),Medium Risk
D00550,8194,Won,56.8,43.2,EdTech,rep_22,Medium (30-60d),High Risk
D00551,12466,Lost,54.8,45.2,EdTech,rep_4,Long (60-90d),Medium Risk
D00552,64224,Lost,54.5,45.5,SaaS,rep_11,Very Long (90-120d),Medium Risk
D00553,33619,Won,52.7,47.3,HealthTech,rep_12,Fast (0-30d),Medium Risk
D00554,48419,Lost,53.8,46.2,FinTech,rep_23,Fast (0-30d),Medium Risk
D00555,7307,Lost,55.2,44.8,EdTech,rep_9,Very Long (90-120d),High Risk
D00556,14995,Lost,54.2,45.8,FinTech,rep_25,Long (60-90d),Medium Risk
D00557,12336,Lost,55.4,44.6,HealthTech,rep_16,Medium (30-60d),High Risk
D00558,11578,Lost,53.4,46.6,FinTech,rep_4,Fast (0-30d),Medium Risk
D00559,6077,Won,54.7,45.3,HealthTech,rep_9,Long (60-90d),Medium Risk
D00560,15833,Lost,56.7,43.3,HealthTech,rep_18,Very Long (90-120d),High Risk
D00561,13463,Lost,53.6,46.4,FinTech,rep_21,Long (60-90d),Medium Risk
D00562,4375,Lost,54.6,45.4,Ecommerce,rep_2,Very Long (90-120d),Medium Risk
D00563,77407,Lost,54.1,45.9,FinTech,rep_5,Long (60-90d),Medium Risk
D00564,18541,Won,54.8,45.2,FinTech,rep_15,Medium (30-60d),Medium Risk
D00565,47745,Lost,55.0,45.0,SaaS,rep_15,Very Long (90-120d),Medium Risk
D00566,18712,Lost,53.2,46.8,HealthTech,rep_2,Fast (0-30d),Medium Risk
D00567,42372,Lost,53.5,46.5,FinTech,rep_4,Fast (0-30d),Medium Risk
D00568,19114,Won,56.8,43.2,SaaS,rep_22,Very Long (90-120d),High Risk
D00569,9035,Lost,53.7,46.3,Ecommerce,rep_25,Fast (0-30d),Medium Risk
D00570,6767,Won,53.7,46.3,HealthTech,rep_13,Fast (0-30d),Medium Risk
D00571,19579,Won,53.6,46.4,Ecommerce,rep_23,Fast (0-30d),Medium Risk
D00572,42878,Lost,55.4,44.6,HealthTech,rep_20,Medium (30-60d),High Risk
D00573,20599,Lost,55.7,44.3,FinTech,rep_7,Very Long (90-120d),High Risk
D00574,80845,Lost,54.7,45.3,FinTech,rep_9,Very Long (90-120d),Medium Risk
D00575,5886,Lost,55.4,44.6,EdTech,rep_2,Very Long (90-120d),High Risk
D00576,33686,Lost,57.0,43.0,HealthTech,rep_18,Medium (30-60d),High Risk
D00577,78303,Won,53.3,46.7,Ecommerce,rep_11,Fast (0-30d),Medium Risk
D00578,51079,Won,55.7,44.3,Ecommerce,rep_7,Very Long (90-120d),High Risk
D00579,48333,Won,55.1,44.9,Ecommerce,rep_6,Long (60-90d),High Risk
D00580,4209,Lost,56.0,44.0,SaaS,rep_23,Medium (30-60d),High Risk
D00581,5426,Lost,54.8,45.2,HealthTech,rep_20,Very Long (90-120d),Medium Risk
D00582,11546,Lost,54.9,45.1,FinTech,rep_9,Medium (30-60d),Medium Risk
D00583,39525,Won,55.7,44.3,FinTech,rep_14,Medium (30-60d),High Risk
D00584,9605,Won,54.1,45.9,SaaS,rep_3,Long (60-90d),Medium Risk
D00585,3958,Won,54.8,45.2,EdTech,rep_22,Fast (0-30d),Medium Risk
D00586,2199,Lost,55.2,44.8,EdTech,rep_6,Long (60-90d),High Risk
D00587,7658,Won,55.2,44.8,EdTech,rep_14,Long (60-90d),High Risk
D00588,2449,Won,55.8,44.2,EdTech,rep_13,Very Long (90-120d),High Risk
D00589,28782,Won,55.2,44.8,EdTech,rep_5,Medium (30-60d),High Risk
D00590,47498,Lost,54.4,45.6,EdTech,rep_11,Long (60-90d),Medium Risk
D00591,83730,Won,53.5,46.5,Ecommerce,rep_4,Fast (0-30d),Medium Risk
D00592,2537,Lost,55.8,44.2,HealthTech,rep_13,Very Long (90-120d),High Risk
D00593,3212,Won,53.3,46.7,FinTech,rep_21,Medium (30-60d),Medium Risk
D00594,7281,Won,56.1,43.9,HealthTech,rep_1,Medium (30-60d),High Risk
D00595,89489,Lost,54.8,45.2,EdTech,rep_15,Long (60-90d),Medium Risk
D00596,5046,Won,56.2,43.8,Ecommerce,rep_10,Medium (30-60d),High Risk
D00597,3436,Won,54.1,45.9,FinTech,rep_4,Long (60-90d),Medium Risk
D00598,24546,Won,54.8,45.2,HealthTech,rep_12,Medium (30-60d),Medium Risk
D00599,2204,Won,55.2,44.8,HealthTech,rep_11,Medium (30-60d),High Risk
D00600,39278,Won,54.1,45.9,FinTech,rep_11,Very Long (90-120d),Medium Risk
D00601,14580,Won,54.4,45.6,EdTech,rep_3,Long (60-90d),Medium Risk
D00602,4276,Won,54.3,45.7,FinTech,rep_15,Long (60-90d),Medium Risk
D00603,18924,Lost,55.0,45.0,Ecommerce,rep_23,Long (60-90d),Medium Risk
D00604,4523,Won,55.6,44.4,Ecommerce,rep_24,Medium (30-60d),High Risk
D00605,5472,Lost,54.2,45.8,FinTech,rep_20,Very Long (90-120d),Medium Risk
D00606,9083,Lost,55.4,44.6,Ecommerce,rep_1,Very Long (90-120d),High Risk
D00607,11264,Lost,56.1,43.9,Ecommerce,rep_18,Long (60-90d),High Risk
D00608,3839,Lost,55.8,44.2,Ecommerce,rep_10,Long (60-90d),High Risk
D00609,7634,Lost,54.4,45.6,EdTech,rep_25,Fast (0-30d),Medium Risk
D00610,82395,Lost,54.4,45.6,SaaS,rep_12,Long (60-90d),Medium Risk
D00611,19358,Won,53.6,46.4,EdTech,rep_2,Fast (0-30d),Medium Risk
D00612,7234,Won,55.1,44.9,FinTech,rep_25,Medium (30-60d),High Risk
D00613,55580,Lost,55.2,44.8,SaaS,rep_4,Medium (30-60d),High Risk
D00614,5972,Won,56.0,44.0,HealthTech,rep_7,Long (60-90d),High Risk
D00615,10150,Lost,55.9,44.1,EdTech,rep_10,Long (60-90d),High Risk
D00616,36870,Won,55.2,44.8,HealthTech,rep_23,Very Long (90-120d),High Risk
D00617,9273,Won,53.2,46.8,HealthTech,rep_2,Fast (0-30d),Medium Risk
D00618,59537,Lost,53.6,46.4,FinTech,rep_25,Fast (0-30d),Medium Risk
D00619,4879,Won,54.9,45.1,EdTech,rep_19,Medium (30-60d),Medium Risk
D00620,6736,Won,55.3,44.7,HealthTech,rep_10,Long (60-90d),High Risk
D00621,5888,Lost,55.4,44.6,FinTech,rep_22,Long (60-90d),High Risk
D00622,5338,Lost,55.2,44.8,SaaS,rep_4,Medium (30-60d),High Risk
D00623,9347,Lost,56.5,43.5,EdTech,rep_13,Medium (30-60d),High Risk
D00624,14672,Won,54.4,45.6,Ecommerce,rep_3,Very Long (90-120d),Medium Risk
D00625,88506,Lost,55.0,45.0,HealthTech,rep_4,Long (60-90d),Medium Risk
D00626,46248,Won,53.3,46.7,HealthTech,rep_4,Fast (0-30d),Medium Risk
D00627,55779,Lost,54.3,45.7,Ecommerce,rep_12,Very Long (90-120d),Medium Risk
